Station,Year,Month,Day,Night,DayLimit,NightLimit
38,2016,9,75.0,71.0,65,55
38,2016,10,75.0,72.0,65,55
38,2016,11,72.0,72.0,65,55
38,2016,12,73.0,72.0,65,55
39,2016,1,70.0,67.0,65,55
39,2016,2,71.0,66.0,65,55
39,2016,3,70.0,66.0,65,55
39,2016,4,69.0,66.0,65,55
39,2016,5,71.0,68.0,65,55
39,2016,6,72.0,68.0,65,55
39,2016,7,72.0,68.0,65,55
39,2016,8,73.0,69.0,65,55
39,2016,9,76.0,71.0,65,55
39,2016,10,75.0,75.0,65,55
39,2016,11,69.0,65.0,65,55
39,2016,12,70.0,68.0,65,55
40,2016,1,91.0,91.0,75,70
40,2016,2,93.0,94.0,75,70
40,2016,3,93.0,94.0,75,70
40,2016,4,95.0,95.0,75,70
40,2016,5,94.0,94.0,75,70
40,2016,6,75.0,75.0,75,70
40,2016,7,74.0,74.0,75,70
40,2016,8,74.0,76.0,75,70
40,2016,9,70.0,71.0,75,70
40,2016,10,75.0,74.0,75,70
40,2016,11,80.0,79.0,75,70
40,2016,12,76.0,77.0,75,70
41,2016,1,62.0,56.0,65,55
41,2016,2,63.0,56.0,65,55
41,2016,3,62.0,56.0,65,55
41,2016,4,62.0,56.0,65,55
41,2016,5,63.0,56.0,65,55
41,2016,6,62.0,56.0,65,55
41,2016,7,63.0,56.0,65,55
41,2016,8,63.0,56.0,65,55
41,2016,9,63.0,55.0,65,55
41,2016,10,62.0,57.0,65,55
41,2016,11,62.0,57.0,65,55
41,2016,12,62.0,56.0,65,55
42,2016,1,63.0,56.0,55,45
42,2016,2,64.0,60.0,55,45
42,2016,3,64.0,60.0,55,45
42,2016,4,66.0,63.0,55,45
42,2016,5,66.0,62.0,55,45
42,2016,6,65.0,61.0,55,45
42,2016,7,67.0,59.0,55,45
42,2016,8,64.0,58.0,55,45
42,2016,9,64.0,57.0,55,45
42,2016,10,63.0,58.0,55,45
42,2016,11,63.0,57.0,55,45
42,2016,12,63.0,57.0,55,45
43,2016,1,82.0,79.0,50,40
43,2016,2,85.0,86.0,50,40
43,2016,3,87.0,92.0,50,40
43,2016,4,83.0,85.0,50,40
43,2016,5,83.0,85.0,50,40
43,2016,6,86.0,88.0,50,40
43,2016,7,77.0,76.0,50,40
43,2016,8,74.0,75.0,50,40
43,2016,9,77.0,76.0,50,40
43,2016,10,81.0,82.0,50,40
43,2016,11,76.0,77.0,50,40
43,2016,12,72.0,72.0,50,40
44,2016,1,69.0,69.0,65,55
44,2016,2,68.0,67.0,65,55
44,2016,3,75.0,73.0,65,55
44,2016,4,74.0,73.0,65,55
44,2016,5,77.0,77.0,65,55
44,2016,6,80.0,79.0,65,55
44,2016,7,81.0,81.0,65,55
44,2016,8,77.0,77.0,65,55
44,2016,9,81.0,80.0,65,55
44,2016,10,75.0,75.0,65,55
44,2016,11,70.0,70.0,65,55
44,2016,12,75.0,75.0,65,55
45,2016,1,68.0,68.0,55,45
45,2016,2,58.0,53.0,55,45
45,2016,3,62.0,55.0,55,45
45,2016,4,65.0,64.0,55,45
45,2016,5,74.0,69.0,55,45
45,2016,6,69.0,71.0,55,45
45,2016,7,76.0,90.0,55,45
45,2016,8,63.0,58.0,55,45
45,2016,9,59.0,53.0,55,45
45,2016,10,62.0,54.0,55,45
45,2016,11,61.0,54.0,55,45
45,2016,12,59.0,52.0,55,45
46,2016,1,63.0,59.0,50,40
46,2016,2,63.0,60.0,50,40
46,2016,3,63.0,60.0,50,40
46,2016,4,64.0,61.0,50,40
46,2016,5,65.0,61.0,50,40
46,2016,6,65.0,60.0,50,40
46,2016,7,63.0,60.0,50,40
46,2016,8,64.0,60.0,50,40
46,2016,9,64.0,59.0,50,40
46,2016,10,62.0,59.0,50,40
46,2016,11,64.0,59.0,50,40
46,2016,12,63.0,59.0,50,40
47,2016,1,67.0,63.0,65,55
47,2016,2,67.0,63.0,65,55
47,2016,3,67.0,63.0,65,55
47,2016,4,67.0,64.0,65,55
47,2016,5,67.0,64.0,65,55
47,2016,6,68.0,63.0,65,55
47,2016,7,67.0,63.0,65,55
47,2016,8,68.0,63.0,65,55
47,2016,9,67.0,62.0,65,55
47,2016,10,67.0,65.0,65,55
47,2016,11,67.0,63.0,65,55
47,2016,12,67.0,63.0,65,55
48,2016,1,76.0,70.0,55,45
48,2016,2,75.0,69.0,55,45
48,2016,3,75.0,69.0,55,45
48,2016,4,74.0,68.0,55,45
48,2016,5,74.0,69.0,55,45
48,2016,6,76.0,68.0,55,45
48,2016,7,83.0,68.0,55,45
48,2016,8,84.0,68.0,55,45
48,2016,9,81.0,69.0,55,45
48,2016,10,76.0,72.0,55,45
48,2016,11,76.0,69.0,55,45
48,2016,12,75.0,68.0,55,45
49,2016,1,65.0,60.0,75,70
49,2016,2,64.0,59.0,75,70
49,2016,3,64.0,59.0,75,70
49,2016,4,65.0,62.0,75,70
49,2016,5,66.0,63.0,75,70
49,2016,6,66.0,61.0,75,70
49,2016,7,66.0,62.0,75,70
49,2016,8,64.0,60.0,75,70
49,2016,9,64.0,60.0,75,70
49,2016,10,63.0,59.0,75,70
49,2016,11,63.0,60.0,75,70
49,2016,12,65.0,64.0,75,70
50,2016,1,68.0,60.0,75,70
50,2016,2,69.0,61.0,75,70
50,2016,3,68.0,60.0,75,70
50,2016,4,67.0,62.0,75,70
50,2016,5,69.0,68.0,75,70
50,2016,6,68.0,61.0,75,70
50,2016,7,67.0,60.0,75,70
50,2016,8,67.0,60.0,75,70
50,2016,9,67.0,61.0,75,70
50,2016,10,66.0,59.0,75,70
50,2016,11,67.0,61.0,75,70
50,2016,12,67.0,58.0,75,70
51,2016,1,74.0,64.0,65,55
51,2016,2,74.0,64.0,65,55
51,2016,3,73.0,64.0,65,55
51,2016,4,73.0,64.0,65,55
51,2016,5,73.0,65.0,65,55
51,2016,6,74.0,66.0,65,55
51,2016,7,73.0,65.0,65,55
51,2016,8,74.0,64.0,65,55
51,2016,9,73.0,66.0,65,55
51,2016,10,73.0,68.0,65,55
51,2016,11,74.0,69.0,65,55
51,2016,12,76.0,71.0,65,55
52,2016,1,64.0,55.0,50,40
52,2016,2,66.0,57.0,50,40
52,2016,3,64.0,61.0,50,40
52,2016,4,64.0,62.0,50,40
52,2016,5,65.0,61.0,50,40
52,2016,6,68.0,61.0,50,40
52,2016,7,65.0,60.0,50,40
52,2016,8,65.0,59.0,50,40
52,2016,9,67.0,61.0,50,40
52,2016,10,65.0,61.0,50,40
52,2016,11,64.0,56.0,50,40
52,2016,12,61.0,53.0,50,40
53,2016,1,79.0,76.0,55,45
53,2016,2,95.0,96.0,55,45
53,2016,3,100.0,97.0,55,45
53,2016,4,93.0,95.0,55,45
53,2016,5,99.0,95.0,55,45
53,2016,6,96.0,91.0,55,45
53,2016,7,67.0,63.0,55,45
53,2016,8,66.0,59.0,55,45
53,2016,9,67.0,64.0,55,45
53,2016,10,71.0,69.0,55,45
53,2016,11,66.0,56.0,55,45
53,2016,12,57.0,48.0,55,45
54,2016,1,77.0,72.0,50,40
54,2016,2,70.0,61.0,50,40
54,2016,3,71.0,63.0,50,40
54,2016,4,70.0,63.0,50,40
54,2016,5,71.0,70.0,50,40
54,2016,6,76.0,68.0,50,40
54,2016,7,63.0,56.0,50,40
54,2016,8,57.0,50.0,50,40
54,2016,9,78.0,56.0,50,40
54,2016,10,71.0,61.0,50,40
54,2016,11,75.0,65.0,50,40
54,2016,12,65.0,58.0,50,40
55,2016,1,75.0,68.0,75,70
55,2016,2,65.0,51.0,75,70
55,2016,3,67.0,59.0,75,70
55,2016,4,67.0,55.0,75,70
55,2016,5,69.0,60.0,75,70
55,2016,6,69.0,58.0,75,70
55,2016,7,70.0,66.0,75,70
55,2016,8,70.0,67.0,75,70
55,2016,9,66.0,60.0,75,70
55,2016,10,62.0,60.0,75,70
55,2016,11,67.0,65.0,75,70
55,2016,12,64.0,56.0,75,70
56,2016,1,64.0,57.0,50,40
56,2016,2,64.0,58.0,50,40
56,2016,3,63.0,57.0,50,40
56,2016,4,63.0,58.0,50,40
56,2016,5,62.0,59.0,50,40
56,2016,6,63.0,59.0,50,40
56,2016,7,69.0,64.0,50,40
56,2016,8,66.0,58.0,50,40
56,2016,9,67.0,57.0,50,40
56,2016,10,65.0,58.0,50,40
56,2016,11,65.0,58.0,50,40
56,2016,12,64.0,57.0,50,40
57,2016,1,76.0,66.0,65,55
57,2016,2,78.0,67.0,65,55
57,2016,3,76.0,68.0,65,55
57,2016,4,76.0,68.0,65,55
57,2016,5,76.0,68.0,65,55
57,2016,6,77.0,68.0,65,55
57,2016,7,77.0,67.0,65,55
57,2016,8,76.0,67.0,65,55
57,2016,9,76.0,67.0,65,55
57,2016,10,76.0,67.0,65,55
57,2016,11,76.0,67.0,65,55
57,2016,12,76.0,66.0,65,55
58,2016,1,76.0,74.0,65,55
58,2016,2,64.0,56.0,65,55
58,2016,3,64.0,56.0,65,55
58,2016,4,65.0,57.0,65,55
58,2016,5,65.0,62.0,65,55
58,2016,6,65.0,59.0,65,55
58,2016,7,65.0,58.0,65,55
58,2016,8,65.0,58.0,65,55
58,2016,9,64.0,58.0,65,55
58,2016,10,64.0,60.0,65,55
58,2016,11,66.0,61.0,65,55
58,2016,12,64.0,59.0,65,55
59,2016,1,63.0,59.0,65,55
59,2016,2,63.0,60.0,65,55
59,2016,3,63.0,60.0,65,55
59,2016,4,64.0,61.0,65,55
59,2016,5,65.0,61.0,65,55
59,2016,6,65.0,60.0,65,55
59,2016,7,63.0,60.0,65,55
59,2016,8,64.0,60.0,65,55
59,2016,9,64.0,59.0,65,55
59,2016,10,62.0,59.0,65,55
59,2016,11,64.0,59.0,65,55
59,2016,12,63.0,59.0,65,55
60,2016,1,69.0,68.0,50,40
60,2016,2,69.0,68.0,50,40
60,2016,3,70.0,68.0,50,40
60,2016,4,69.0,68.0,50,40
60,2016,5,71.0,69.0,50,40
60,2016,6,69.0,67.0,50,40
60,2016,7,69.0,67.0,50,40
60,2016,8,68.0,66.0,50,40
60,2016,9,68.0,66.0,50,40
60,2016,10,69.0,67.0,50,40
60,2016,11,67.0,66.0,50,40
60,2016,12,67.0,66.0,50,40
61,2016,1,63.0,52.0,65,55
61,2016,2,63.0,55.0,65,55
61,2016,3,62.0,55.0,65,55
61,2016,4,62.0,56.0,65,55
61,2016,5,62.0,55.0,65,55
61,2016,6,63.0,58.0,65,55
61,2016,7,71.0,70.0,65,55
61,2016,8,75.0,75.0,65,55
61,2016,9,73.0,74.0,65,55
61,2016,10,51.0,51.0,65,55
61,2016,11,55.0,50.0,65,55
61,2016,12,54.0,53.0,65,55
62,2016,1,68.0,58.0,65,55
62,2016,2,72.0,67.0,65,55
62,2016,3,69.0,59.0,65,55
62,2016,4,68.0,60.0,65,55
62,2016,5,77.0,79.0,65,55
62,2016,6,72.0,62.0,65,55
62,2016,7,70.0,60.0,65,55
62,2016,8,69.0,60.0,65,55
62,2016,9,69.0,60.0,65,55
62,2016,10,70.0,65.0,65,55
62,2016,11,68.0,59.0,65,55
62,2016,12,68.0,59.0,65,55
63,2016,1,78.0,79.0,65,55
63,2016,2,75.0,75.0,65,55
63,2016,3,75.0,75.0,65,55
63,2016,4,72.0,72.0,65,55
63,2016,5,73.0,74.0,65,55
63,2016,6,73.0,73.0,65,55
63,2016,7,71.0,71.0,65,55
63,2016,8,72.0,72.0,65,55
63,2016,9,73.0,74.0,65,55
63,2016,10,72.0,73.0,65,55
63,2016,11,75.0,73.0,65,55
63,2016,12,73.0,74.0,65,55
64,2016,1,69.0,65.0,50,40
64,2016,2,69.0,65.0,50,40
64,2016,3,68.0,64.0,50,40
64,2016,4,68.0,64.0,50,40
64,2016,5,68.0,64.0,50,40
64,2016,6,69.0,64.0,50,40
64,2016,7,71.0,70.0,50,40
64,2016,8,75.0,75.0,50,40
64,2016,9,73.0,74.0,50,40
64,2016,10,72.0,72.0,50,40
64,2016,11,71.0,70.0,50,40
64,2016,12,70.0,70.0,50,40
65,2016,1,63.0,53.0,75,70
65,2016,2,63.0,53.0,75,70
65,2016,3,63.0,53.0,75,70
65,2016,4,61.0,54.0,75,70
65,2016,5,74.0,84.0,75,70
65,2016,6,64.0,59.0,75,70
65,2016,7,64.0,58.0,75,70
65,2016,8,62.0,56.0,75,70
65,2016,9,70.0,67.0,75,70
65,2016,10,62.0,54.0,75,70
65,2016,11,72.0,82.0,75,70
65,2016,12,62.0,62.0,75,70
66,2016,1,59.0,54.0,75,70
66,2016,2,60.0,55.0,75,70
66,2016,3,61.0,57.0,75,70
66,2016,4,60.0,57.0,75,70
66,2016,5,59.0,54.0,75,70
66,2016,6,62.0,57.0,75,70
66,2016,7,61.0,57.0,75,70
66,2016,8,60.0,57.0,75,70
66,2016,9,59.0,61.0,75,70
66,2016,10,58.0,56.0,75,70
66,2016,11,59.0,56.0,75,70
66,2016,12,58.0,55.0,75,70
67,2016,1,66.0,58.0,55,45
67,2016,2,63.0,56.0,55,45
67,2016,3,64.0,56.0,55,45
67,2016,4,64.0,57.0,55,45
67,2016,5,63.0,57.0,55,45
67,2016,6,65.0,58.0,55,45
67,2016,7,64.0,60.0,55,45
67,2016,8,64.0,60.0,55,45
67,2016,9,66.0,63.0,55,45
67,2016,10,64.0,57.0,55,45
67,2016,11,65.0,56.0,55,45
67,2016,12,62.0,56.0,55,45
68,2016,1,79.0,69.0,75,70
68,2016,2,71.0,67.0,75,70
68,2016,3,71.0,67.0,75,70
68,2016,4,72.0,67.0,75,70
68,2016,5,70.0,67.0,75,70
68,2016,6,70.0,67.0,75,70
68,2016,7,70.0,66.0,75,70
68,2016,8,70.0,67.0,75,70
68,2016,9,70.0,66.0,75,70
68,2016,10,70.0,66.0,75,70
68,2016,11,70.0,67.0,75,70
68,2016,12,69.0,66.0,75,70
69,2016,1,73.0,68.0,65,55
69,2016,2,73.0,67.0,65,55
69,2016,3,72.0,67.0,65,55
69,2016,4,72.0,68.0,65,55
69,2016,5,72.0,68.0,65,55
69,2016,6,74.0,69.0,65,55
69,2016,7,74.0,69.0,65,55
69,2016,8,73.0,69.0,65,55
69,2016,9,73.0,68.0,65,55
69,2016,10,73.0,69.0,65,55
69,2016,11,72.0,68.0,65,55
69,2016,12,72.0,68.0,65,55
0,2017,1,67.0,59.0,55,45
0,2017,2,67.0,58.0,55,45
0,2017,3,64.0,55.0,55,45
0,2017,4,61.0,55.0,55,45
0,2017,5,58.0,54.0,55,45
0,2017,6,67.0,57.0,55,45
0,2017,7,68.0,57.0,55,45
0,2017,8,67.0,58.0,55,45
0,2017,9,67.0,61.0,55,45
0,2017,10,66.0,61.0,55,45
0,2017,11,70.0,67.0,55,45
0,2017,12,69.0,65.0,55,45
1,2017,1,67.0,62.0,65,55
1,2017,2,66.0,61.0,65,55
1,2017,3,67.0,61.0,65,55
1,2017,4,67.0,61.0,65,55
1,2017,5,67.0,61.0,65,55
1,2017,6,67.0,61.0,65,55
1,2017,7,67.0,59.0,65,55
1,2017,8,66.0,59.0,65,55
1,2017,9,66.0,60.0,65,55
1,2017,10,66.0,59.0,65,55
1,2017,11,66.0,60.0,65,55
1,2017,12,67.0,62.0,65,55
2,2017,1,56.0,49.0,55,45
2,2017,2,56.0,51.0,55,45
2,2017,3,56.0,51.0,55,45
2,2017,4,56.0,48.0,55,45
2,2017,5,58.0,50.0,55,45
2,2017,6,57.0,49.0,55,45
2,2017,7,57.0,50.0,55,45
2,2017,8,57.0,50.0,55,45
2,2017,9,57.0,51.0,55,45
2,2017,10,59.0,51.0,55,45
2,2017,11,56.0,50.0,55,45
2,2017,12,56.0,51.0,55,45
3,2017,1,68.0,68.0,65,55
3,2017,2,64.0,63.0,65,55
3,2017,3,64.0,64.0,65,55
3,2017,4,65.0,65.0,65,55
3,2017,5,66.0,67.0,65,55
3,2017,6,67.0,67.0,65,55
3,2017,7,68.0,69.0,65,55
3,2017,8,67.0,67.0,65,55
3,2017,9,70.0,70.0,65,55
3,2017,10,64.0,65.0,65,55
3,2017,11,63.0,63.0,65,55
3,2017,12,63.0,63.0,65,55
4,2017,1,53.0,57.0,75,70
4,2017,2,56.0,60.0,75,70
4,2017,3,53.0,55.0,75,70
4,2017,4,48.0,46.0,75,70
4,2017,5,52.0,51.0,75,70
4,2017,6,55.0,59.0,75,70
4,2017,7,54.0,57.0,75,70
4,2017,8,57.0,55.0,75,70
4,2017,9,57.0,65.0,75,70
4,2017,10,72.0,74.0,75,70
4,2017,11,73.0,69.0,75,70
4,2017,12,76.0,67.0,75,70
5,2017,1,72.0,64.0,65,55
5,2017,2,72.0,63.0,65,55
5,2017,3,72.0,63.0,65,55
5,2017,4,72.0,64.0,65,55
5,2017,5,72.0,64.0,65,55
5,2017,6,72.0,65.0,65,55
5,2017,7,72.0,64.0,65,55
5,2017,8,73.0,65.0,65,55
5,2017,9,72.0,64.0,65,55
5,2017,10,72.0,63.0,65,55
5,2017,11,71.0,63.0,65,55
5,2017,12,71.0,62.0,65,55
6,2017,1,60.0,55.0,50,40
6,2017,2,60.0,55.0,50,40
6,2017,3,61.0,55.0,50,40
6,2017,4,63.0,54.0,50,40
6,2017,5,59.0,55.0,50,40
6,2017,6,60.0,55.0,50,40
6,2017,7,60.0,54.0,50,40
6,2017,8,60.0,54.0,50,40
6,2017,9,60.0,56.0,50,40
6,2017,10,60.0,55.0,50,40
6,2017,11,59.0,54.0,50,40
6,2017,12,58.0,54.0,50,40
7,2017,1,70.0,63.0,75,70
7,2017,2,66.0,63.0,75,70
7,2017,3,66.0,60.0,75,70
7,2017,4,66.0,60.0,75,70
7,2017,5,66.0,62.0,75,70
7,2017,6,68.0,63.0,75,70
7,2017,7,68.0,63.0,75,70
7,2017,8,68.0,65.0,75,70
7,2017,9,73.0,70.0,75,70
7,2017,10,72.0,72.0,75,70
7,2017,11,86.0,75.0,75,70
7,2017,12,72.0,67.0,75,70
8,2017,1,60.0,53.0,50,40
8,2017,2,60.0,54.0,50,40
8,2017,3,60.0,56.0,50,40
8,2017,4,60.0,57.0,50,40
8,2017,5,61.0,57.0,50,40
8,2017,6,63.0,59.0,50,40
8,2017,7,78.0,75.0,50,40
8,2017,8,78.0,83.0,50,40
8,2017,9,61.0,57.0,50,40
8,2017,10,60.0,55.0,50,40
8,2017,11,61.0,57.0,50,40
8,2017,12,61.0,57.0,50,40
9,2017,1,63.0,59.0,55,45
9,2017,2,65.0,58.0,55,45
9,2017,3,63.0,56.0,55,45
9,2017,4,62.0,56.0,55,45
9,2017,5,63.0,60.0,55,45
9,2017,6,66.0,62.0,55,45
9,2017,7,66.0,61.0,55,45
9,2017,8,64.0,59.0,55,45
9,2017,9,64.0,58.0,55,45
9,2017,10,64.0,54.0,55,45
9,2017,11,83.0,77.0,55,45
9,2017,12,69.0,59.0,55,45
10,2017,1,64.0,57.0,50,40
10,2017,2,62.0,56.0,50,40
10,2017,3,66.0,63.0,50,40
10,2017,4,70.0,61.0,50,40
10,2017,5,69.0,60.0,50,40
10,2017,6,69.0,63.0,50,40
10,2017,7,68.0,64.0,50,40
10,2017,8,68.0,61.0,50,40
10,2017,9,66.0,58.0,50,40
10,2017,10,67.0,59.0,50,40
10,2017,11,67.0,68.0,50,40
10,2017,12,68.0,61.0,50,40
11,2017,1,75.0,65.0,75,70
11,2017,2,75.0,65.0,75,70
11,2017,3,75.0,66.0,75,70
11,2017,4,75.0,67.0,75,70
11,2017,5,76.0,69.0,75,70
11,2017,6,75.0,70.0,75,70
11,2017,7,75.0,68.0,75,70
11,2017,8,75.0,68.0,75,70
11,2017,9,75.0,67.0,75,70
11,2017,10,75.0,68.0,75,70
11,2017,11,75.0,63.0,75,70
11,2017,12,74.0,65.0,75,70
12,2017,1,76.0,79.0,65,55
12,2017,2,73.0,73.0,65,55
12,2017,3,71.0,71.0,65,55
12,2017,4,81.0,83.0,65,55
12,2017,5,76.0,77.0,65,55
12,2017,6,74.0,76.0,65,55
12,2017,7,77.0,79.0,65,55
12,2017,8,78.0,78.0,65,55
12,2017,9,69.0,69.0,65,55
12,2017,10,69.0,68.0,65,55
12,2017,11,71.0,72.0,65,55
12,2017,12,74.0,77.0,65,55
13,2017,1,76.0,72.0,65,55
13,2017,2,76.0,73.0,65,55
13,2017,3,75.0,70.0,65,55
13,2017,4,76.0,71.0,65,55
13,2017,5,76.0,72.0,65,55
13,2017,6,76.0,73.0,65,55
13,2017,7,76.0,73.0,65,55
13,2017,8,76.0,73.0,65,55
13,2017,9,76.0,73.0,65,55
13,2017,10,76.0,73.0,65,55
13,2017,11,76.0,72.0,65,55
13,2017,12,76.0,73.0,65,55
14,2017,1,69.0,63.0,55,45
14,2017,2,65.0,51.0,55,45
14,2017,3,51.0,51.0,55,45
14,2017,4,51.0,52.0,55,45
14,2017,5,52.0,52.0,55,45
14,2017,6,68.0,60.0,55,45
14,2017,7,65.0,64.0,55,45
14,2017,8,67.0,60.0,55,45
14,2017,9,57.0,57.0,55,45
14,2017,10,86.0,55.0,55,45
14,2017,11,55.0,56.0,55,45
14,2017,12,53.0,55.0,55,45
15,2017,1,73.0,67.0,65,55
15,2017,2,73.0,67.0,65,55
15,2017,3,73.0,66.0,65,55
15,2017,4,75.0,69.0,65,55
15,2017,5,78.0,71.0,65,55
15,2017,6,75.0,71.0,65,55
15,2017,7,79.0,77.0,65,55
15,2017,8,87.0,88.0,65,55
15,2017,9,79.0,80.0,65,55
15,2017,10,79.0,81.0,65,55
15,2017,11,73.0,72.0,65,55
15,2017,12,74.0,74.0,65,55
16,2017,1,66.0,62.0,55,45
16,2017,2,66.0,57.0,55,45
16,2017,3,70.0,58.0,55,45
16,2017,4,70.0,61.0,55,45
16,2017,5,69.0,60.0,55,45
16,2017,6,69.0,62.0,55,45
16,2017,7,71.0,67.0,55,45
16,2017,8,67.0,68.0,55,45
16,2017,9,68.0,66.0,55,45
16,2017,10,71.0,71.0,55,45
16,2017,11,87.0,82.0,55,45
16,2017,12,78.0,77.0,55,45
17,2017,1,71.0,64.0,65,55
17,2017,2,71.0,63.0,65,55
17,2017,3,70.0,63.0,65,55
17,2017,4,72.0,65.0,65,55
17,2017,5,70.0,65.0,65,55
17,2017,6,71.0,67.0,65,55
17,2017,7,71.0,65.0,65,55
17,2017,8,71.0,64.0,65,55
17,2017,9,69.0,66.0,65,55
17,2017,10,71.0,64.0,65,55
17,2017,11,73.0,66.0,65,55
17,2017,12,77.0,73.0,65,55
18,2017,1,66.0,57.0,50,40
18,2017,2,64.0,54.0,50,40
18,2017,3,66.0,59.0,50,40
18,2017,4,68.0,63.0,50,40
18,2017,5,67.0,62.0,50,40
18,2017,6,66.0,64.0,50,40
18,2017,7,65.0,62.0,50,40
18,2017,8,64.0,60.0,50,40
18,2017,9,64.0,58.0,50,40
18,2017,10,64.0,58.0,50,40
18,2017,11,66.0,57.0,50,40
18,2017,12,67.0,57.0,50,40
19,2017,1,67.0,61.0,55,45
19,2017,2,66.0,64.0,55,45
19,2017,3,77.0,63.0,55,45
19,2017,4,70.0,65.0,55,45
19,2017,5,67.0,61.0,55,45
19,2017,6,71.0,80.0,55,45
19,2017,7,66.0,62.0,55,45
19,2017,8,66.0,61.0,55,45
19,2017,9,66.0,59.0,55,45
19,2017,10,67.0,60.0,55,45
19,2017,11,65.0,60.0,55,45
19,2017,12,65.0,59.0,55,45
20,2017,1,53.0,53.0,50,40
20,2017,2,58.0,53.0,50,40
20,2017,3,53.0,53.0,50,40
20,2017,4,53.0,53.0,50,40
20,2017,5,53.0,53.0,50,40
20,2017,6,53.0,53.0,50,40
20,2017,7,53.0,53.0,50,40
20,2017,8,53.0,53.0,50,40
20,2017,9,55.0,53.0,50,40
20,2017,10,53.0,53.0,50,40
20,2017,11,53.0,52.0,50,40
20,2017,12,53.0,52.0,50,40
21,2017,1,65.0,55.0,65,55
21,2017,2,66.0,56.0,65,55
21,2017,3,65.0,56.0,65,55
21,2017,4,65.0,57.0,65,55
21,2017,5,65.0,58.0,65,55
21,2017,6,65.0,58.0,65,55
21,2017,7,66.0,57.0,65,55
21,2017,8,66.0,56.0,65,55
21,2017,9,66.0,60.0,65,55
21,2017,10,66.0,58.0,65,55
21,2017,11,66.0,56.0,65,55
21,2017,12,65.0,55.0,65,55
22,2017,1,54.0,49.0,50,40
22,2017,2,59.0,54.0,50,40
22,2017,3,56.0,51.0,50,40
22,2017,4,55.0,51.0,50,40
22,2017,5,56.0,51.0,50,40
22,2017,6,58.0,54.0,50,40
22,2017,7,56.0,55.0,50,40
22,2017,8,56.0,57.0,50,40
22,2017,9,58.0,55.0,50,40
22,2017,10,54.0,50.0,50,40
22,2017,11,53.0,47.0,50,40
22,2017,12,53.0,48.0,50,40
23,2017,1,71.0,66.0,65,55
23,2017,2,71.0,67.0,65,55
23,2017,3,71.0,67.0,65,55
23,2017,4,71.0,67.0,65,55
23,2017,5,71.0,67.0,65,55
23,2017,6,71.0,67.0,65,55
23,2017,7,71.0,67.0,65,55
23,2017,8,71.0,66.0,65,55
23,2017,9,73.0,68.0,65,55
23,2017,10,72.0,68.0,65,55
23,2017,11,73.0,68.0,65,55
23,2017,12,73.0,68.0,65,55
24,2017,1,57.0,53.0,50,40
24,2017,2,58.0,54.0,50,40
24,2017,3,58.0,53.0,50,40
24,2017,4,57.0,54.0,50,40
24,2017,5,57.0,53.0,50,40
24,2017,6,57.0,55.0,50,40
24,2017,7,56.0,56.0,50,40
24,2017,8,57.0,54.0,50,40
24,2017,9,57.0,53.0,50,40
24,2017,10,57.0,54.0,50,40
24,2017,11,57.0,54.0,50,40
24,2017,12,58.0,55.0,50,40
25,2017,1,67.0,75.0,65,55
25,2017,2,62.0,60.0,65,55
25,2017,3,61.0,59.0,65,55
25,2017,4,64.0,63.0,65,55
25,2017,5,63.0,62.0,65,55
25,2017,6,64.0,63.0,65,55
25,2017,7,64.0,62.0,65,55
25,2017,8,62.0,60.0,65,55
25,2017,9,62.0,58.0,65,55
25,2017,10,62.0,58.0,65,55
25,2017,11,78.0,73.0,65,55
25,2017,12,61.0,58.0,65,55
26,2017,1,59.0,50.0,50,40
26,2017,2,62.0,52.0,50,40
26,2017,3,60.0,52.0,50,40
26,2017,4,62.0,53.0,50,40
26,2017,5,61.0,55.0,50,40
26,2017,6,61.0,55.0,50,40
26,2017,7,62.0,54.0,50,40
26,2017,8,62.0,54.0,50,40
26,2017,9,62.0,52.0,50,40
26,2017,10,59.0,52.0,50,40
26,2017,11,70.0,69.0,50,40
26,2017,12,60.0,52.0,50,40
27,2017,1,67.0,63.0,65,55
27,2017,2,67.0,63.0,65,55
27,2017,3,67.0,64.0,65,55
27,2017,4,68.0,64.0,65,55
27,2017,5,68.0,66.0,65,55
27,2017,6,69.0,66.0,65,55
27,2017,7,72.0,67.0,65,55
27,2017,8,68.0,66.0,65,55
27,2017,9,69.0,65.0,65,55
27,2017,10,68.0,65.0,65,55
27,2017,11,67.0,64.0,65,55
27,2017,12,67.0,63.0,65,55
28,2017,1,82.0,48.0,50,40
28,2017,2,58.0,48.0,50,40
28,2017,3,58.0,49.0,50,40
28,2017,4,60.0,51.0,50,40
28,2017,5,56.0,50.0,50,40
28,2017,6,56.0,53.0,50,40
28,2017,7,60.0,49.0,50,40
28,2017,8,59.0,48.0,50,40
28,2017,9,56.0,48.0,50,40
28,2017,10,56.0,52.0,50,40
28,2017,11,69.0,48.0,50,40
28,2017,12,60.0,48.0,50,40
29,2017,1,58.0,51.0,55,45
29,2017,2,60.0,52.0,55,45
29,2017,3,59.0,51.0,55,45
29,2017,4,62.0,54.0,55,45
29,2017,5,59.0,54.0,55,45
29,2017,6,59.0,55.0,55,45
29,2017,7,60.0,53.0,55,45
29,2017,8,62.0,69.0,55,45
29,2017,9,72.0,58.0,55,45
29,2017,10,75.0,78.0,55,45
29,2017,11,58.0,51.0,55,45
